0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,3
26,10
27,25
28,43
29,53
30,117
31,150
32,176
33,263
34,324
35,423
36,503
37,608
38,767
39,936
40,1044
41,1234
42,1438
43,1538
44,1719
45,1773
46,1872
47,1915
48,1995
49,1893
50,1916
51,1865
52,1766
53,1609
54,1601
55,1492
56,1370
57,1291
58,1150
59,1076
60,1053
61,893
62,844
63,863
64,797
65,717
66,717
67,714
68,683
69,720
70,714
71,746
72,712
73,733
74,762
75,803
76,747
77,767
78,832
79,856
80,820
81,784
82,778
83,798
84,842
85,891
86,927
87,940
88,1009
89,1003
90,1041
91,1071
92,1130
93,1233
94,1306
95,1455
96,1561
97,1658
98,1780
99,1949
100,1816
101,1764
102,1848
103,1716
104,1627
105,1554
106,1518
107,1391
108,1311
109,1288
110,1266
111,1229
112,1259
113,1335
114,1264
115,1234
116,1308
117,1381
118,1464
119,1486
120,1542
121,1687
122,1742
123,1780
124,2020
125,2030
126,2196
127,2228
128,2262
129,2387
130,2226
131,2181
132,2042
133,2043
134,1820
135,1753
136,1763
137,1802
138,1868
139,2012
140,2056
141,2129
142,2205
143,2210
144,2283
145,2173
146,2157
147,2121
148,2146
149,2133
150,2169
151,2277
152,2391
153,2582
154,2615
155,2686
156,2522
157,2524
158,2380
159,2132
160,1956
161,1699
162,1700
163,1535
164,1394
165,1388
166,1322
167,1198
168,1181
169,1140
170,1183
171,1174
172,1248
173,1191
174,1117
175,1088
176,1110
177,1102
178,940
179,893
180,810
181,740
182,706
183,594
184,587
185,586
186,630
187,618
188,642
189,662
190,722
191,771
192,822
193,857
194,883
195,951
196,861
197,868
198,795
199,846
200,829
201,834
202,821
203,841
204,922
205,920
206,959
207,979
208,1028
209,1007
210,898
211,861
212,904
213,719
214,616
215,502
216,427
217,391
218,346
219,279
220,224
221,246
222,204
223,140
224,112
225,75
226,57
227,67
228,35
229,18
230,22
231,1
232,8
233,9
234,2
235,1
236,0
237,0
238,0
239,2
240,0
241,2
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
