0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,2
16,1
17,0
18,0
19,0
20,2
21,0
22,1
23,1
24,0
25,1
26,1
27,1
28,0
29,1
30,1
31,1
32,2
33,0
34,1
35,1
36,1
37,3
38,1
39,3
40,2
41,1
42,1
43,1
44,1
45,3
46,0
47,0
48,1
49,4
50,2
51,1
52,2
53,3
54,1
55,1
56,8
57,139
58,230
59,853
60,574
61,691
62,591
63,604
64,631
65,693
66,119
67,756
68,668
69,688
70,869
71,642
72,775
73,754
74,977
75,748
76,822
77,969
78,641
79,833
80,845
81,160
82,899
83,957
84,1624
85,1761
86,1543
87,1059
88,1112
89,1464
90,2014
91,1051
92,437
93,1305
94,1064
95,1563
96,1550
97,1084
98,336
99,1794
100,1720
101,6562
102,536
103,4
104,0
105,0
106,2
107,1
108,0
109,1
110,0
111,0
112,0
113,1
114,0
115,1
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
